order_id,customer_address,product_list,total_price,order_date
38,"654 Pine St, Boston, MA",Jeans,365.15,2023-02-01 23:26:03
39,"456 Oak St, San Francisco, CA","Wallet, Watch, Sneakers, Belt",1072.49,2022-10-15 04:51:35
40,"987 Cedar St, Austin, TX","Sneakers, Jacket, Sunglasses, Jeans",1136.8799999999999,2023-03-13 00:03:22
41,"789 Maple St, Los Angeles, CA",,819.1099999999999,2022-01-21 05:12:46
42,"258 Hickory St, Dallas, TX","Wallet, Scarf, Sneakers, Jacket, Belt",684.1999999999999,2022-11-20 04:20:50
43,"951 Palm St, Phoenix, AZ","Wallet, Scarf, Sunglasses, Jeans",1031.15,2022-01-04 15:20:54
44,"258 Hickory St, Dallas, TX","Sunglasses, Jeans, Watch, T-shirt",1123.96,2022-01-24 03:55:19
45,"147 Cherry St, Philadelphia, PA","Jacket, Sneakers, Scarf, Wallet",1184.71,2022-05-20 00:49:11
46,"789 Maple St, Los Angeles, CA","T-shirt, Belt, Wallet",435.36,2022-06-10 20:57:25
47,"369 Redwood St, Portland, OR","Jeans, Scarf, Hat, Sneakers, Watch",1518.05,2022-07-25 04:38:57
48,"654 Pine St, Boston, MA",Watch,325.0,2022-12-05 12:44:41
49,"246 Birch St, Seattle, WA","Jeans, Watch, Hat",906.96,2022-01-02 03:24:16
50,"321 Walnut St, Houston, TX",Watch,69.08,2022-03-17 17:57:07
51,"456 Oak St, San Francisco, CA","Sunglasses, T-shirt, Belt",720.13,2022-04-10 11:41:41
52,"246 Birch St, Seattle, WA","Belt, Hat, T-shirt, Scarf, Sneakers",1173.81,2022/01/01 01:00:00
53,"987 Cedar St, Austin, TX",Sneakers,77.12,2022/01/01 01:00:00
54,"369 Redwood St, Portland, OR","Belt, Sunglasses, Hat",927.4300000000001,2022-01-27 19:40:04
55,"321 Walnut St, Houston, TX","Sunglasses, Jeans",450.97999999999996,2022-09-27 03:16:07
56,"123 Main St, New York, NY",,213.41,2022-08-31 08:15:47
57,"789 Maple St, Los Angeles, CA","Belt, Watch, Scarf, Hat, Sunglasses",1663.82,2022-06-16 07:29:49
58,"147 Cherry St, Philadelphia, PA","Wallet, T-shirt, Scarf, Sunglasses, Sneakers",916.3100000000001,2023-01-15 12:51:47
59,"369 Redwood St, Portland, OR","Scarf, Watch, Jacket, Jeans, Hat",1817.66,2022-07-13 03:44:29
60,"246 Birch St, Seattle, WA","T-shirt, Jacket, Sneakers, Watch, Sunglasses",1259.5,2022-06-02 07:34:48
61,"321 Elm St, Chicago, IL","Jeans, Jacket, Sunglasses, T-shirt",1003.0300000000001,2022-09-20 19:34:00
62,"951 Palm St, Phoenix, AZ","Sneakers, Watch",229.8,2022-06-30 18:34:03
63,"123 Main St, New York, NY","Jeans, Belt, T-shirt",588.97,2022-08-19 20:51:22
64,"456 Oak St, San Francisco, CA",T-shirt,260.38,2022-04-07 06:29:16
65,"135 Aspen St, Miami, FL","Scarf, Sneakers",843.1600000000001,2022-03-26 13:00:35
66,"987 Cedar St, Austin, TX","Watch, T-shirt, Jacket, Belt, Hat",699.16,2023-01-15 05:17:51
67,"246 Birch St, Seattle, WA","Scarf, Hat, Jacket, Sneakers, Sunglasses",981.75,2022-08-29 21:15:01
68,"987 Cedar St, Austin, TX",Jacket,202.3,2023-02-13 20:06:09
69,"321 Walnut St, Houston, TX",Hat,30.1,2022-08-07 05:36:32
70,"951 Palm St, Phoenix, AZ","Belt, Sneakers, Watch, Jacket",1009.02,2022-12-21 04:37:33
71,"369 Redwood St, Portland, OR","Hat, Watch, Wallet",696.45,2022-11-18 00:01:05
72,"258 Hickory St, Dallas, TX","Wallet, Sunglasses",268.49,2022-05-21 08:40:08
73,"987 Cedar St, Austin, TX",Jeans,288.36,2023-02-03 17:52:46
74,"246 Birch St, Seattle, WA",Sneakers,494.02,2023-03-01 03:12:59
75,"789 Maple St, Los Angeles, CA","Watch, Jeans, Jacket, Belt",882.8199999999999,2022-03-07 13:04:45
76,"369 Redwood St, Portland, OR","Watch, Sneakers, Sunglasses, Hat",867.1600000000001,2022-04-25 21:07:35
77,"864 Spruce St, Denver, CO","Jacket, Watch",455.82,2022-12-12 00:23:47
78,"951 Palm St, Phoenix, AZ",Sneakers,88.2,2022-11-10 05:54:41
79,"864 Spruce St, Denver, CO","Sneakers, Belt, T-shirt",833.51,2022-03-24 23:16:20
80,"321 Elm St, Chicago, IL","T-shirt, Scarf, Hat, Wallet, Watch",1376.71,2022-02-15 08:33:54
81,"798 Willow St, Atlanta, GA",Scarf,396.57,2022-03-26 11:48:00
82,"864 Spruce St, Denver, CO","Scarf, Watch, T-shirt",1260.79,2022-06-27 08:15:26
83,"864 Spruce St, Denver, CO","Sunglasses, Belt, Jeans, T-shirt",1313.8400000000001,2022-10-17 03:02:50
84,"321 Elm St, Chicago, IL","Jacket, Sunglasses",685.5600000000001,2022-10-22 08:06:59
85,"123 Main St, New York, NY","Belt, Wallet, Jeans, Jacket",758.8000000000001,2022-07-29 20:04:26
86,"321 Elm St, Chicago, IL","Hat, Sneakers, Scarf",898.84,2022-08-27 19:49:22
87,"951 Palm St, Phoenix, AZ","Belt, Sneakers, Jeans, Hat",1241.1,2022-09-07 07:00:18
88,"987 Cedar St, Austin, TX","Hat, T-shirt, Scarf, Jacket",578.76,2022-01-17 15:22:42
89,"321 Elm St, Chicago, IL","Scarf, T-shirt, Watch, Sunglasses, Jeans",918.9100000000001,2022-11-02 16:52:10
90,"135 Aspen St, Miami, FL","Belt, Jeans, Jacket",1030.69,2022-01-07 21:39:07
91,"369 Redwood St, Portland, OR","Hat, T-shirt",264.36,2022-03-31 19:44:28
92,"798 Willow St, Atlanta, GA","Jacket, Sunglasses",469.45000000000005,2022-12-31 05:41:21
93,"135 Aspen St, Miami, FL","Jeans, Wallet, Sunglasses",935.71,2022-02-23 21:00:03
94,"246 Birch St, Seattle, WA","Watch, Sunglasses",653.96,2022-01-27 18:48:27
95,"246 Birch St, Seattle, WA","Scarf, Jacket, Sneakers",817.19,2023-03-09 05:33:40
96,"456 Oak St, San Francisco, CA","Belt, Jeans",670.28,2022-05-13 09:35:47
97,"123 Main St, New York, NY","Watch, Hat, Sunglasses",496.3,2022-01-05 08:15:55
98,"123 Main St, New York, NY","Sunglasses, Watch",450.29999999999995,2023-03-13 04:02:11
99,,Sunglasses,354.76,2022-04-09 19:43:46
100,"987 Cedar St, Austin, TX","Wallet, Jeans, Belt, Sunglasses, T-shirt",1398.0,2022-12-29 23:58:24
101,"951 Palm St, Phoenix, AZ","T-shirt, Jacket, Scarf, Jeans, Sneakers",1178.6000000000001,2022-11-04 02:59:36
102,"321 Walnut St, Houston, TX","Sunglasses, Sneakers, Jeans, Scarf, T-shirt",902.09,2022-08-17 20:51:01
103,"321 Elm St, Chicago, IL","Hat, Jacket, Jeans",555.51,2022-12-19 13:03:30
104,"456 Oak St, San Francisco, CA",Wallet,242.76,2022-11-05 23:11:22
105,"369 Redwood St, Portland, OR","Sneakers, Belt",668.71,2022-05-11 07:13:45
106,"147 Cherry St, Philadelphia, PA","Sneakers, Belt, Jeans",777.11,2022-07-06 22:42:26
107,"147 Cherry St, Philadelphia, PA",Sunglasses,274.03,2023-02-01 14:36:04
108,"258 Hickory St, Dallas, TX",,200.67,2022-05-14 22:14:26
109,"456 Oak St, San Francisco, CA","Sunglasses, Jacket, Sneakers, Scarf, Wallet",1479.77,2022-12-30 05:43:22
110,"321 Walnut St, Houston, TX","Wallet, Sunglasses, T-shirt, Belt, Watch",1572.78,2022-07-09 09:45:31
111,"864 Spruce St, Denver, CO",Wallet,146.68,2022-03-11 18:04:06
112,"123 Main St, New York, NY",Belt,439.84,2022-09-16 23:11:45
113,"987 Cedar St, Austin, TX","Watch, Sneakers, Jacket, Hat, T-shirt",933.25,2022-04-18 15:09:31
114,"135 Aspen St, Miami, FL",Jeans,96.24,2022-06-13 15:23:49
115,"798 Willow St, Atlanta, GA","Hat, T-shirt, Jeans, Scarf",947.97,2022-08-20 00:46:18
116,"258 Hickory St, Dallas, TX","Jeans, Jacket, Sneakers, Watch",1372.7500000000002,2022-08-08 19:04:14
117,"987 Cedar St, Austin, TX",,193.37,2022-04-08 14:16:01
118,"147 Cherry St, Philadelphia, PA",Wallet,295.33,2023-01-14 22:20:48
119,"951 Palm St, Phoenix, AZ","Sunglasses, Jacket",813.9,2022-05-11 13:04:23
120,"369 Redwood St, Portland, OR","Jacket, Watch, Belt, Scarf",749.93,2022-05-06 14:47:28
121,"987 Cedar St, Austin, TX",Scarf,77.84,2022-10-27 12:04:21
122,"951 Palm St, Phoenix, AZ","Scarf, Wallet, Watch",804.47,2022-12-17 19:37:38
123,"987 Cedar St, Austin, TX",Sunglasses,182.97,2022-05-29 11:50:40
124,"147 Cherry St, Philadelphia, PA",Sunglasses,26.82,2022-12-22 19:21:37
125,"258 Hickory St, Dallas, TX","Scarf, Hat, Jacket",905.6,2022-03-22 12:31:34
126,"798 Willow St, Atlanta, GA",Sneakers,50.12,2022-03-06 00:10:42
127,"951 Palm St, Phoenix, AZ","Wallet, Sneakers",539.87,2022-01-31 01:14:30
128,"456 Oak St, San Francisco, CA","Sneakers, Jacket, T-shirt, Sunglasses, Jeans",1618.65,2022-05-11 09:05:06
129,"321 Elm St, Chicago, IL","Hat, T-shirt",313.33,2022-10-26 05:33:46
130,"135 Aspen St, Miami, FL","Sunglasses, Hat, Wallet, T-shirt",647.41,2022-04-05 20:06:12
131,"123 Main St, New York, NY","Scarf, Jeans",791.56,2022-11-07 07:25:05
132,"369 Redwood St, Portland, OR","Sneakers, Belt, Watch, T-shirt, Jeans",1336.6599999999999,2023-01-15 21:41:20
133,"987 Cedar St, Austin, TX","Hat, Jacket",488.40999999999997,2022-10-28 14:08:29
134,"798 Willow St, Atlanta, GA","Belt, Sneakers, Hat, Jeans, Watch",1486.5,2022-01-13 12:42:26
135,"123 Main St, New York, NY","Jeans, Jacket, T-shirt, Hat",1062.1399999999999,2022-09-25 06:03:34
136,"246 Birch St, Seattle, WA",T-shirt,173.07,2022-06-16 10:32:53
137,"258 Hickory St, Dallas, TX","Sunglasses, Sneakers, Scarf, Wallet",794.52,2022-05-01 00:32:10
138,"321 Walnut St, Houston, TX","Watch, Sneakers",586.2,2022-05-24 15:42:18
139,"654 Pine St, Boston, MA","Hat, T-shirt",679.3,2022-01-24 11:43:05
140,"123 Main St, New York, NY","Scarf, Wallet",197.54,2022-12-03 13:43:33
141,"321 Walnut St, Houston, TX","Jacket, Watch, Wallet, Sunglasses, Sneakers",1379.38,2023-02-22 01:48:49
142,"987 Cedar St, Austin, TX","Wallet, Sunglasses, Belt",198.71,2022-06-11 15:54:52
143,"951 Palm St, Phoenix, AZ","Jacket, Wallet",417.27,2022-10-31 16:06:14
144,"321 Walnut St, Houston, TX","T-shirt, Belt, Wallet",836.69,2022-03-28 19:14:45
145,"456 Oak St, San Francisco, CA",Belt,251.26,2023-03-16 04:33:31
146,"987 Cedar St, Austin, TX","Jeans, Jacket, Hat, Belt",953.25,2022-04-07 01:13:29
147,"798 Willow St, Atlanta, GA","Scarf, T-shirt, Sunglasses, Hat",938.02,2023-02-01 01:31:47
148,"258 Hickory St, Dallas, TX",Sunglasses,143.6,2022-07-16 07:47:01
149,"135 Aspen St, Miami, FL","T-shirt, Belt, Watch, Hat",734.4000000000001,2022-07-13 18:55:57
150,"135 Aspen St, Miami, FL","Sneakers, Watch, Jacket, Hat",1341.77,2022-06-22 16:23:39
151,"369 Redwood St, Portland, OR","Belt, Jeans, Sunglasses",909.65,2022-12-21 04:28:04
152,"147 Cherry St, Philadelphia, PA","Belt, Jeans, Hat, Watch, Wallet",2072.7,2023-02-13 09:36:05
153,"258 Hickory St, Dallas, TX","Sneakers, Watch, Belt",924.7,2022-06-24 04:33:43
154,"369 Redwood St, Portland, OR","Jacket, T-shirt, Sunglasses, Wallet",701.14,2023-01-14 02:43:53
155,"246 Birch St, Seattle, WA",Sunglasses,212.78,2023-01-19 12:06:52
156,"798 Willow St, Atlanta, GA","Jacket, Scarf",590.52,2023-02-16 22:42:42
157,"864 Spruce St, Denver, CO","Scarf, Wallet, Watch, T-shirt, Belt",1084.45,2022-11-15 13:41:56
158,"246 Birch St, Seattle, WA","Jeans, T-shirt, Scarf",533.34,2023-01-27 21:59:35
159,"123 Main St, New York, NY","Jacket, Belt",648.21,2022-12-17 15:07:44
160,"321 Walnut St, Houston, TX",Watch,130.75,2023-01-20 18:11:46
161,"123 Main St, New York, NY","Watch, Jacket",622.4200000000001,2022-03-25 20:23:55
162,"321 Walnut St, Houston, TX","Hat, Sneakers, Jeans",787.97,2022-06-03 20:18:58
163,"135 Aspen St, Miami, FL","Watch, Wallet, Hat",759.8199999999999,2022-11-14 15:45:43
164,"798 Willow St, Atlanta, GA","Wallet, T-shirt, Watch, Hat, Sunglasses",1215.77,2023-02-10 10:49:51
165,"789 Maple St, Los Angeles, CA","Belt, Sunglasses",394.8,2023-02-25 10:58:12
166,"951 Palm St, Phoenix, AZ","Hat, Sneakers, Watch, T-shirt, Sunglasses",1308.01,2022-05-13 09:05:07
167,"798 Willow St, Atlanta, GA",Belt,443.68,2022-04-11 04:17:08
168,"987 Cedar St, Austin, TX","Watch, Sunglasses, Hat, Belt",899.34,2023-01-01 03:17:00
169,"789 Maple St, Los Angeles, CA","T-shirt, Belt",272.69,2023-01-17 05:52:39
170,"456 Oak St, San Francisco, CA","Sneakers, Jeans, Scarf",971.45,2022-10-07 17:17:46
171,"654 Pine St, Boston, MA",Jacket,249.6,2022-05-29 22:52:34
172,"654 Pine St, Boston, MA","Hat, Scarf, Jeans, T-shirt",1097.54,2022-12-15 22:53:03
173,"147 Cherry St, Philadelphia, PA",Sneakers,427.98,2022-01-13 05:01:51
174,"321 Elm St, Chicago, IL","Wallet, T-shirt, Jeans, Watch",981.76,2022-02-10 00:28:51
175,,"Jacket, T-shirt, Jeans",1314.66,2022-12-19 18:02:02
176,"951 Palm St, Phoenix, AZ","Hat, Watch, T-shirt",875.15,2022-12-05 09:56:44
177,"321 Elm St, Chicago, IL","Jacket, Belt, Wallet, T-shirt, Sneakers",1001.23,2022-05-06 01:46:23
178,"987 Cedar St, Austin, TX",Wallet,189.09,2022-02-14 15:13:45
179,"123 Main St, New York, NY",Belt,77.12,2022-01-23 22:12:29
180,"789 Maple St, Los Angeles, CA","T-shirt, Hat, Watch, Wallet, Belt",543.88,2022-10-02 15:41:09
181,"798 Willow St, Atlanta, GA","Scarf, Belt, Wallet, Hat",1130.2199999999998,2023-01-18 08:37:38
182,"147 Cherry St, Philadelphia, PA",Sunglasses,237.21,2023-02-03 17:42:50
183,"321 Elm St, Chicago, IL",Belt,316.37,2022-11-13 08:56:57
184,"135 Aspen St, Miami, FL","Wallet, Jacket",108.60000000000001,2022-02-24 20:43:09
185,"123 Main St, New York, NY","Scarf, Hat, Sunglasses",965.8900000000001,2022-12-25 21:00:52
186,"798 Willow St, Atlanta, GA","Belt, Scarf, Jeans, Hat",1066.33,2022-07-06 08:54:49
187,"987 Cedar St, Austin, TX","T-shirt, Hat, Sunglasses",724.17,2022-06-22 16:56:04
188,"147 Cherry St, Philadelphia, PA",Hat,109.86,2023-01-11 06:31:47
189,"456 Oak St, San Francisco, CA","Hat, Sunglasses, Jacket, T-shirt",897.0,2023-02-08 12:21:27
190,"456 Oak St, San Francisco, CA","Sunglasses, Jeans",620.12,2022-06-26 20:31:24
191,"798 Willow St, Atlanta, GA",Hat,336.76,2022-09-24 04:55:35
192,"987 Cedar St, Austin, TX","T-shirt, Sneakers, Sunglasses, Hat, Jeans",580.92,2023-01-25 00:30:21
193,"864 Spruce St, Denver, CO","Watch, Sunglasses",680.08,2022-01-16 15:54:24
194,"369 Redwood St, Portland, OR","Jeans, Wallet, T-shirt, Hat, Sneakers",771.14,2022-12-19 22:26:59
195,"864 Spruce St, Denver, CO","Wallet, Sunglasses",332.32,2022-06-11 09:04:06
196,"456 Oak St, San Francisco, CA","Wallet, Sneakers",762.29,2022-05-18 16:16:46
197,"987 Cedar St, Austin, TX","Watch, Sneakers, Hat, T-shirt, Wallet",1225.6599999999999,2022-01-12 13:00:00
198,"123 Main St, New York, NY","Watch, Hat, Jeans, Scarf, Sneakers",1183.56,2022-06-03 03:22:49
199,"369 Redwood St, Portland, OR","Wallet, T-shirt, Scarf, Jacket, Watch",1442.4399999999998,2022-02-06 10:26:06
200,"798 Willow St, Atlanta, GA","Wallet, Sunglasses, Belt, Hat",1363.74,2022-08-17 18:51:37
201,"321 Elm St, Chicago, IL",Wallet,253.46,2022-08-17 08:19:33
202,"135 Aspen St, Miami, FL","Scarf, Jeans, Sunglasses",911.24,2022-09-29 16:57:12
203,"246 Birch St, Seattle, WA","Wallet, Jeans, T-shirt, Jacket, Watch",1615.5800000000002,2022-10-07 03:17:45
204,"789 Maple St, Los Angeles, CA","Watch, T-shirt, Sneakers, Wallet, Hat",1885.78,2022-12-19 05:11:00
205,"951 Palm St, Phoenix, AZ","Wallet, Jeans, T-shirt",825.2,2022-06-10 17:33:38
206,"864 Spruce St, Denver, CO",T-shirt,416.33,2023-02-18 21:34:14
207,"369 Redwood St, Portland, OR","Jeans, Watch",526.97,2022-09-18 17:03:12
208,"258 Hickory St, Dallas, TX","Jeans, Scarf, Hat, Jacket",1165.3,2022-05-07 13:48:29
209,"456 Oak St, San Francisco, CA",Scarf,88.46,2022-04-01 08:53:25
210,"864 Spruce St, Denver, CO","Scarf, Sunglasses",482.30999999999995,2023-01-08 04:10:45
211,"123 Main St, New York, NY","T-shirt, Hat",789.25,2022-03-18 08:13:57
212,"258 Hickory St, Dallas, TX","T-shirt, Wallet",387.86,2022-11-15 10:42:34
213,"951 Palm St, Phoenix, AZ","Wallet, Jeans",449.08,2023-01-03 16:26:04
214,"135 Aspen St, Miami, FL","Sneakers, Belt, Jacket",837.9100000000001,2022-06-18 15:14:25
215,"789 Maple St, Los Angeles, CA","Scarf, Jacket, Jeans",459.90000000000003,2023-02-01 07:02:52
216,"246 Birch St, Seattle, WA","Wallet, Belt, T-shirt, Jeans",1337.58,2022-01-26 10:21:24
217,"321 Elm St, Chicago, IL","Watch, Jacket",552.4,2022-03-02 08:38:04
218,"246 Birch St, Seattle, WA","Wallet, Belt, Jacket",832.45,2022-07-27 13:19:38
219,"246 Birch St, Seattle, WA","Scarf, Belt",816.67,2022-08-17 00:10:33
220,"654 Pine St, Boston, MA","Jacket, Hat, Wallet, Watch",1123.1999999999998,2022-04-14 12:22:34
221,"369 Redwood St, Portland, OR","T-shirt, Belt",470.88,2022-09-19 17:50:49
222,"321 Elm St, Chicago, IL","Watch, Wallet",390.89,2022-08-10 10:24:16
223,"654 Pine St, Boston, MA","Watch, Sneakers, Sunglasses",700.04,2022-04-01 21:27:55
224,"258 Hickory St, Dallas, TX",Jeans,165.21,2022/01/01 01:00:00
225,"951 Palm St, Phoenix, AZ","T-shirt, Jacket, Wallet",525.21,2022-05-07 14:46:02
226,"864 Spruce St, Denver, CO","Jeans, Sneakers",941.75,2022-03-18 11:44:31
227,"246 Birch St, Seattle, WA",Belt,183.42,2022-12-17 09:19:24
228,"654 Pine St, Boston, MA","Hat, Jacket, Jeans",610.02,2022-11-17 02:16:06
229,"456 Oak St, San Francisco, CA","Sunglasses, T-shirt, Scarf, Hat, Jacket",1591.3899999999999,2022-07-03 16:27:36
230,"456 Oak St, San Francisco, CA","Belt, T-shirt, Jeans, Hat, Jacket",1261.52,2023-03-09 06:57:29
231,"456 Oak St, San Francisco, CA","Watch, Sneakers, Jeans",887.2399999999999,2023-03-09 20:10:49
232,"951 Palm St, Phoenix, AZ","Sunglasses, Sneakers",779.69,2022-08-03 04:07:08
233,"789 Maple St, Los Angeles, CA","Jeans, Belt, Sneakers, Jacket",1552.7,2022-12-25 15:32:44
234,"321 Walnut St, Houston, TX","T-shirt, Wallet, Jeans",740.6300000000001,2022-06-27 20:02:14
235,"147 Cherry St, Philadelphia, PA","Scarf, Sunglasses, Wallet",875.3100000000001,2022-03-25 23:18:37
236,"147 Cherry St, Philadelphia, PA",Belt,17.31,2022-04-28 16:00:56
237,"789 Maple St, Los Angeles, CA","Watch, Sneakers, Belt",1002.63,2022-07-20 02:40:19
238,"654 Pine St, Boston, MA","Jeans, Jacket, Sunglasses, Wallet, Belt",948.58,2022-06-02 13:45:30
239,"321 Elm St, Chicago, IL","Jacket, Hat, Watch, Sneakers, T-shirt",1239.13,2023-02-15 02:26:15
240,"456 Oak St, San Francisco, CA",Hat,408.3,2022-04-06 09:05:14
241,"456 Oak St, San Francisco, CA","T-shirt, Jeans, Belt, Hat, Watch",1478.8200000000002,2022-06-15 11:01:55
242,"951 Palm St, Phoenix, AZ","Wallet, Jeans, Sneakers, Watch, Hat",1484.79,2022-10-04 20:44:47
243,"987 Cedar St, Austin, TX","Belt, Hat, Jacket, Sunglasses, Scarf",1029.35,2022-11-21 05:20:48
244,"123 Main St, New York, NY","Belt, Wallet",324.52000000000004,2022-08-15 19:54:55
245,"654 Pine St, Boston, MA","T-shirt, Sunglasses, Jacket, Scarf",895.6600000000001,2023-03-05 13:16:08
246,"798 Willow St, Atlanta, GA","Wallet, Jeans, Jacket, T-shirt, Scarf",1397.65,2022-10-08 17:39:44
247,"246 Birch St, Seattle, WA","Hat, Belt, Wallet, Jeans",1003.08,2022-08-20 07:39:11
248,"987 Cedar St, Austin, TX","T-shirt, Jeans, Hat, Belt",1187.79,2022-01-02 19:49:02
249,"864 Spruce St, Denver, CO","T-shirt, Belt",677.3399999999999,2023-01-11 00:00:57
250,"987 Cedar St, Austin, TX","Sunglasses, Hat",311.99,2022-04-24 11:15:42
251,"798 Willow St, Atlanta, GA","Jacket, Jeans, Belt, Watch, Hat",1462.45,2022-12-03 20:49:23
252,"147 Cherry St, Philadelphia, PA","Wallet, Sneakers, Sunglasses",1053.3700000000001,2022-10-16 01:57:07
253,"987 Cedar St, Austin, TX",Sunglasses,226.7,2022-01-09 04:01:02
973,"654 Pine St, Boston, MA","Jacket, Wallet, Sunglasses, Watch, T-shirt",1372.16,2022-08-29 04:28:14
255,"246 Birch St, Seattle, WA",Sunglasses,359.11,2022-09-17 11:53:47
256,"258 Hickory St, Dallas, TX","Jeans, Jacket",747.3199999999999,2022-07-17 05:25:54
257,"654 Pine St, Boston, MA","Wallet, Sunglasses, Sneakers",571.16,2022-02-15 09:19:59
258,"951 Palm St, Phoenix, AZ","Watch, Scarf, Sneakers",741.4000000000001,2022-06-25 13:30:37
259,"789 Maple St, Los Angeles, CA","Jeans, Belt, Sneakers, T-shirt",1353.47,2023-01-20 08:33:46
260,"258 Hickory St, Dallas, TX","Jeans, Scarf, Sunglasses, T-shirt",1238.6699999999998,2023-01-15 18:05:13
261,"864 Spruce St, Denver, CO","Sunglasses, Wallet, Jacket, Sneakers, Belt",964.05,2022-06-17 20:32:23
262,"951 Palm St, Phoenix, AZ","T-shirt, Jeans, Scarf, Jacket",1357.9299999999998,2022-02-03 11:35:10
263,"456 Oak St, San Francisco, CA","Jeans, T-shirt, Hat, Sneakers, Wallet",1084.84,2022-05-02 04:45:16
264,"369 Redwood St, Portland, OR","T-shirt, Scarf, Sneakers",582.5600000000001,2022-07-03 21:21:09
265,"798 Willow St, Atlanta, GA","Scarf, Wallet, Sneakers, Jeans",488.14,2022-05-18 08:32:47
266,"789 Maple St, Los Angeles, CA",Scarf,108.77,2022-07-14 04:25:28
267,"369 Redwood St, Portland, OR","Hat, Belt, Jeans",496.12,2022/01/01 01:00:00
268,"654 Pine St, Boston, MA","Sneakers, Jeans",171.86,2022-05-16 04:06:15
269,"864 Spruce St, Denver, CO","Hat, Scarf, Belt, Watch, Sneakers",1675.19,2022-05-09 05:54:24
270,"258 Hickory St, Dallas, TX","Jacket, Belt, Jeans, Sneakers",721.76,2022-03-08 22:52:50
271,"798 Willow St, Atlanta, GA","T-shirt, Watch",648.73,2023-02-23 09:06:39
